Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD1227,Yadav,"Eggs, Meat & Fish",Mutton,Coimbatore,10-09-2018,Central,8.25,0.29,2.97,Tamil Nadu
OD1228,Ganesh,Beverages,Soft Drinks,Perambalur,9/13/2016,Central,9.88,0.12,3.95,Tamil Nadu
OD1229,Arutra,"Eggs, Meat & Fish",Mutton,Namakkal,12-01-2017,Central,21.5,0.29,1.51,Tamil Nadu
OD1230,Sheeba,Oil & Masala,Edible Oil & Ghee,Vellore,5/26/2016,Central,20.2,0.35,8.69,Tamil Nadu
OD1231,Esther,Oil & Masala,Masalas,Dharmapuri,01-02-2018,Central,18.09,0.33,3.98,Tamil Nadu
OD1232,Jackson,Beverages,Soft Drinks,Chennai,4/20/2015,Central,10.09,0.29,2.52,Tamil Nadu
OD1233,Esther,Snacks,Noodles,Ooty,09-10-2017,Central,7.65,0.1,0.61,Tamil Nadu
OD1234,Sharon,Fruits & Veggies,Organic Vegetables,Nagercoil,5/24/2016,Central,7.36,0.15,1.25,Tamil Nadu
OD1235,Ganesh,Bakery,Cakes,Dindigul,07-12-2016,Central,17.18,0.35,3.78,Tamil Nadu
OD1236,Amrish,Fruits & Veggies,Fresh Fruits,Cumbum,5/30/2018,Central,13.09,0.26,4.32,Tamil Nadu
OD1237,Harish,Food Grains,Dals & Pulses,Trichy,01-03-2016,Central,19.12,0.32,3.63,Tamil Nadu
OD1238,Esther,Snacks,Cookies,Pudukottai,06-07-2015,Central,18.2,0.27,4.91,Tamil Nadu
OD1239,Akash,"Eggs, Meat & Fish",Eggs,Tirunelveli,09-08-2018,Central,11.87,0.35,0.71,Tamil Nadu
OD1240,James,Bakery,Biscuits,Tirunelveli,07-12-2016,Central,18.03,0.26,2.52,Tamil Nadu
OD1241,Sundar,"Eggs, Meat & Fish",Fish,Namakkal,03-05-2016,Central,13.73,0.32,2.75,Tamil Nadu
OD1242,Haseena,Bakery,Cakes,Karur,4/28/2017,Central,12.13,0.14,5.34,Tamil Nadu
OD1243,Vidya,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,11/19/2018,Central,7.1,0.29,1.78,Tamil Nadu
OD1244,Vidya,Food Grains,Dals & Pulses,Tenkasi,6/25/2017,Central,7.73,0.25,1.78,Tamil Nadu
OD1245,Suresh,Fruits & Veggies,Organic Vegetables,Ooty,10/17/2015,Central,19.47,0.32,3.89,Tamil Nadu
OD1246,Hussain,Snacks,Noodles,Viluppuram,06-12-2018,Central,5.86,0.21,0.47,Tamil Nadu
OD1247,Ganesh,Fruits & Veggies,Fresh Fruits,Kanyakumari,12-06-2015,Central,10.53,0.17,1.89,Tamil Nadu
OD1248,Komal,"Eggs, Meat & Fish",Fish,Krishnagiri,12-02-2018,Central,19.97,0.21,2.0,Tamil Nadu
OD1249,Amy,"Eggs, Meat & Fish",Mutton,Nagercoil,11-06-2018,Central,8.39,0.17,3.1,Tamil Nadu
OD1250,Ramesh,Bakery,Cakes,Trichy,06-04-2018,Central,9.56,0.17,4.02,Tamil Nadu
OD1251,Sudeep,"Eggs, Meat & Fish",Mutton,Cumbum,12/16/2015,Central,6.46,0.28,1.42,Tamil Nadu
OD1252,Suresh,Food Grains,Organic Staples,Karur,7/18/2016,East,14.99,0.22,2.1,Tamil Nadu
OD1253,Ravi,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,9/22/2018,East,12.0,0.17,0.96,Tamil Nadu
OD1254,Anu,Food Grains,Dals & Pulses,Chennai,3/19/2017,East,16.17,0.34,3.4,Tamil Nadu
OD1255,Muneer,Beverages,Health Drinks,Vellore,6/28/2017,East,10.87,0.14,2.17,Tamil Nadu
OD1256,Harish,Snacks,Chocolates,Salem,09-03-2017,East,9.1,0.3,3.19,Tamil Nadu
OD1257,Kumar,"Eggs, Meat & Fish",Eggs,Tenkasi,3/31/2018,East,20.33,0.3,5.89,Tamil Nadu
OD1258,Shah,Bakery,Breads & Buns,Namakkal,12-08-2018,East,17.39,0.15,2.09,Tamil Nadu
OD1259,Esther,Snacks,Cookies,Virudhunagar,10/31/2015,East,20.21,0.15,1.41,Tamil Nadu
OD1260,Aditi,Beverages,Soft Drinks,Madurai,11/25/2015,East,6.5,0.23,2.66,Tamil Nadu
OD1261,Arutra,Fruits & Veggies,Organic Vegetables,Vellore,09-03-2017,East,20.38,0.17,1.43,Tamil Nadu
OD1262,Veronica,Beverages,Soft Drinks,Tirunelveli,9/15/2018,East,6.1,0.24,0.37,Tamil Nadu
OD1263,Hussain,Fruits & Veggies,Organic Vegetables,Bodi,11-07-2016,East,20.45,0.16,1.64,Tamil Nadu
OD1264,Peer,Snacks,Noodles,Virudhunagar,6/24/2018,East,15.05,0.22,2.41,Tamil Nadu
OD1265,Mathew,Bakery,Cakes,Dharmapuri,03-06-2018,East,7.52,0.31,2.18,Tamil Nadu
OD1266,Amrish,"Eggs, Meat & Fish",Fish,Tenkasi,8/24/2016,East,18.5,0.2,3.15,Tamil Nadu
OD1267,Sudeep,Bakery,Cakes,Kanyakumari,10/31/2015,East,14.74,0.13,2.95,Tamil Nadu
OD1268,Vidya,Fruits & Veggies,Fresh Fruits,Bodi,12-01-2017,East,7.93,0.2,1.35,Tamil Nadu
OD1269,Akash,Bakery,Breads & Buns,Viluppuram,9/29/2015,East,7.13,0.26,1.64,Tamil Nadu
OD1270,Harish,Food Grains,Dals & Pulses,Ooty,3/19/2017,East,7.22,0.18,2.89,Tamil Nadu
OD1271,Hussain,Food Grains,Rice,Ramanadhapuram,10/31/2015,East,15.98,0.22,4.48,Tamil Nadu
OD1272,Peer,"Eggs, Meat & Fish",Chicken,Salem,12-01-2017,East,19.95,0.22,1.0,Tamil Nadu
OD1273,Shah,Fruits & Veggies,Organic Vegetables,Dindigul,05-12-2018,East,10.12,0.27,3.85,Tamil Nadu
OD1274,Yusuf,Oil & Masala,Edible Oil & Ghee,Viluppuram,09-01-2018,East,8.15,0.13,1.55,Tamil Nadu
OD1275,Sharon,"Eggs, Meat & Fish",Fish,Namakkal,11/26/2018,East,23.49,0.27,9.87,Tamil Nadu
OD1276,Ganesh,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,11-05-2018,East,16.26,0.14,5.37,Tamil Nadu
OD1277,Komal,Bakery,Biscuits,Ramanadhapuram,6/24/2018,East,9.4,0.31,3.95,Tamil Nadu
OD1278,Kumar,Snacks,Chocolates,Perambalur,11-05-2018,East,23.01,0.24,4.6,Tamil Nadu
OD1279,Arutra,Fruits & Veggies,Organic Fruits,Cumbum,12-05-2016,East,7.99,0.2,2.4,Tamil Nadu
OD1280,Sundar,Fruits & Veggies,Fresh Fruits,Pudukottai,11-01-2016,East,23.69,0.24,3.08,Tamil Nadu
OD1281,Hafiz,Snacks,Cookies,Dharmapuri,7/15/2018,East,15.95,0.21,3.67,Tamil Nadu
OD1282,Esther,Snacks,Cookies,Dharmapuri,09-12-2015,East,20.41,0.16,7.55,Tamil Nadu
OD1283,Adavan,Snacks,Chocolates,Vellore,12-04-2016,East,21.57,0.32,7.98,Tamil Nadu
OD1284,Haseena,Food Grains,Organic Staples,Theni,7/13/2016,East,11.79,0.27,1.65,Tamil Nadu
OD1285,Surya,"Eggs, Meat & Fish",Fish,Dindigul,6/25/2018,East,22.05,0.35,9.04,Tamil Nadu
OD1286,Sudha,Oil & Masala,Masalas,Coimbatore,12-01-2015,East,10.76,0.17,4.2,Tamil Nadu
OD1287,Veronica,Food Grains,Dals & Pulses,Ooty,3/27/2018,East,16.83,0.22,6.39,Tamil Nadu
OD1288,Kumar,Snacks,Noodles,Dindigul,08-01-2017,East,13.41,0.16,2.95,Tamil Nadu
OD1289,Ganesh,Oil & Masala,Masalas,Virudhunagar,1/19/2018,East,12.7,0.22,3.3,Tamil Nadu
OD1290,Kumar,Food Grains,Organic Staples,Namakkal,09-06-2017,East,5.14,0.31,0.98,Tamil Nadu
OD1291,Hafiz,"Eggs, Meat & Fish",Mutton,Trichy,5/18/2015,East,6.22,0.14,1.43,Tamil Nadu
OD1292,Esther,"Eggs, Meat & Fish",Chicken,Kanyakumari,12/27/2015,East,20.55,0.24,8.63,Tamil Nadu
OD1293,Suresh,Fruits & Veggies,Fresh Fruits,Nagercoil,11/14/2017,East,14.75,0.27,3.39,Tamil Nadu
OD1294,Ridhesh,Snacks,Cookies,Viluppuram,09-09-2015,East,20.16,0.17,1.41,Tamil Nadu
OD1295,Vidya,"Eggs, Meat & Fish",Mutton,Tenkasi,7/25/2018,East,14.8,0.3,0.89,Tamil Nadu
OD1296,Jonas,Fruits & Veggies,Organic Vegetables,Vellore,6/21/2018,East,5.71,0.25,1.77,Tamil Nadu
OD1297,Esther,Bakery,Breads & Buns,Namakkal,03-11-2015,East,11.65,0.24,2.33,Tamil Nadu
OD1298,Verma,Fruits & Veggies,Organic Fruits,Kanyakumari,12/19/2017,East,15.38,0.28,1.54,Tamil Nadu
OD1299,Komal,Fruits & Veggies,Fresh Fruits,Nagercoil,7/13/2018,East,14.73,0.1,1.77,Tamil Nadu
OD1300,James,Beverages,Soft Drinks,Ramanadhapuram,8/27/2017,East,23.65,0.18,10.64,Tamil Nadu
OD1301,Adavan,Fruits & Veggies,Fresh Fruits,Virudhunagar,10/31/2015,East,8.44,0.16,3.63,Tamil Nadu
OD1302,Amy,Beverages,Soft Drinks,Coimbatore,1/27/2016,East,22.87,0.1,4.8,Tamil Nadu
OD1303,Verma,Fruits & Veggies,Organic Fruits,Vellore,11/14/2017,East,22.6,0.19,7.01,Tamil Nadu
OD1304,Yadav,Fruits & Veggies,Fresh Vegetables,Trichy,1/19/2018,East,22.68,0.32,6.35,Tamil Nadu
OD1305,Akash,Fruits & Veggies,Organic Vegetables,Salem,12-01-2017,East,23.83,0.34,10.73,Tamil Nadu
OD1306,Aditi,Food Grains,Dals & Pulses,Tenkasi,12-01-2015,East,21.29,0.29,3.62,Tamil Nadu
OD1307,Krithika,Beverages,Soft Drinks,Ramanadhapuram,8/17/2018,East,21.83,0.1,1.09,Tamil Nadu
OD1308,Sundar,Bakery,Cakes,Perambalur,10-12-2016,East,19.31,0.2,3.67,Tamil Nadu
OD1309,Krithika,Snacks,Cookies,Nagercoil,7/25/2018,East,14.8,0.15,3.7,Tamil Nadu
OD1310,Harish,Beverages,Health Drinks,Dindigul,11-05-2018,East,22.05,0.22,4.85,Tamil Nadu
OD1311,Verma,Bakery,Biscuits,Salem,08-12-2017,East,11.82,0.17,3.66,Tamil Nadu
OD1312,Verma,Oil & Masala,Masalas,Cumbum,3/24/2017,East,9.4,0.11,1.41,Tamil Nadu
OD1313,Komal,Fruits & Veggies,Fresh Vegetables,Madurai,05-10-2015,East,12.34,0.33,2.96,Tamil Nadu
OD1314,Aditi,Oil & Masala,Masalas,Madurai,12/29/2018,South,12.73,0.31,4.84,Tamil Nadu
OD1315,Anu,Beverages,Health Drinks,Bodi,10/27/2017,South,14.78,0.33,3.1,Tamil Nadu
OD1316,Anu,Snacks,Noodles,Krishnagiri,09-06-2016,South,20.0,0.23,8.0,Tamil Nadu
OD1317,Ridhesh,Beverages,Health Drinks,Madurai,4/29/2015,South,10.8,0.28,2.92,Tamil Nadu
OD1318,Roshan,Food Grains,Rice,Ramanadhapuram,3/27/2018,South,16.56,0.13,1.32,Tamil Nadu
OD1319,Anu,Bakery,Biscuits,Dindigul,08-06-2018,South,7.37,0.21,2.51,Tamil Nadu
OD1320,Ridhesh,Beverages,Health Drinks,Tenkasi,9/23/2017,South,23.45,0.32,4.46,Tamil Nadu
OD1321,Surya,Bakery,Biscuits,Chennai,12/29/2018,South,9.36,0.17,4.21,Tamil Nadu
OD1322,Willams,Oil & Masala,Edible Oil & Ghee,Tirunelveli,07-10-2018,South,15.53,0.3,1.86,Tamil Nadu
OD1323,Yusuf,Oil & Masala,Edible Oil & Ghee,Karur,11-08-2016,South,5.15,0.23,1.49,Tamil Nadu
OD1324,Vinne,Snacks,Cookies,Pudukottai,12/23/2017,South,11.35,0.34,4.54,Tamil Nadu
OD1325,Suresh,Beverages,Health Drinks,Bodi,11-03-2017,South,10.01,0.33,3.5,Tamil Nadu
OD1326,Hussain,"Eggs, Meat & Fish",Fish,Karur,12/25/2018,South,23.95,0.23,5.03,Tamil Nadu
OD1327,Kumar,Food Grains,Dals & Pulses,Coimbatore,11-03-2017,South,16.23,0.23,1.62,Tamil Nadu
OD1328,Arvind,Oil & Masala,Masalas,Madurai,08-06-2018,South,16.76,0.17,3.69,Tamil Nadu
OD1329,James,Food Grains,Rice,Kanyakumari,1/13/2015,South,14.67,0.12,1.61,Tamil Nadu
OD1330,Willams,Oil & Masala,Masalas,Kanyakumari,12/25/2016,South,9.93,0.24,2.38,Tamil Nadu
OD1331,Ravi,Snacks,Noodles,Madurai,12/23/2017,South,12.92,0.28,3.23,Tamil Nadu
OD1332,Hussain,"Eggs, Meat & Fish",Chicken,Namakkal,12/16/2015,South,16.22,0.35,5.03,Tamil Nadu
OD1333,Yadav,Bakery,Biscuits,Dindigul,6/30/2017,South,9.32,0.2,2.7,Tamil Nadu
OD1334,Jonas,Snacks,Cookies,Tirunelveli,02-02-2017,South,7.09,0.32,1.2,Tamil Nadu
OD1335,Willams,Bakery,Cakes,Karur,06-09-2015,South,6.83,0.22,1.3,Tamil Nadu
OD1336,Rumaiza,Beverages,Health Drinks,Cumbum,12/29/2018,South,11.38,0.28,2.96,Tamil Nadu
OD1337,Kumar,Food Grains,Dals & Pulses,Namakkal,12/19/2015,South,22.33,0.19,5.81,Tamil Nadu
OD1338,Muneer,Bakery,Biscuits,Tirunelveli,12/23/2015,South,19.55,0.13,7.62,Tamil Nadu
OD1339,Hussain,Fruits & Veggies,Fresh Fruits,Tenkasi,8/15/2017,South,6.11,0.32,1.95,Tamil Nadu
OD1340,Roshan,Fruits & Veggies,Fresh Fruits,Dharmapuri,8/23/2018,South,6.47,0.21,0.58,Tamil Nadu
OD1341,Anu,Fruits & Veggies,Organic Vegetables,Chennai,11-06-2018,South,21.09,0.26,2.11,Tamil Nadu
OD1342,Rumaiza,Beverages,Health Drinks,Karur,7/27/2018,South,22.1,0.19,4.64,Tamil Nadu
OD1343,Akash,Food Grains,Dals & Pulses,Namakkal,1/21/2015,South,22.66,0.26,4.76,Tamil Nadu
OD1344,Shree,Beverages,Health Drinks,Tenkasi,10/28/2018,South,7.03,0.26,2.95,Tamil Nadu
OD1345,Vince,Bakery,Cakes,Dindigul,08-08-2015,South,12.09,0.35,0.6,Tamil Nadu
OD1346,Malik,Snacks,Cookies,Ooty,7/27/2018,South,24.37,0.16,6.82,Tamil Nadu
OD1347,Amrish,Bakery,Biscuits,Krishnagiri,1/28/2016,South,21.79,0.23,9.37,Tamil Nadu
OD1348,Vince,Bakery,Cakes,Ooty,8/29/2015,South,15.1,0.32,5.89,Tamil Nadu
OD1349,Ridhesh,Oil & Masala,Spices,Krishnagiri,1/30/2017,West,4.94,0.1,0.54,Tamil Nadu
OD1350,James,Bakery,Breads & Buns,Namakkal,3/19/2018,West,19.02,0.24,7.42,Tamil Nadu
OD1351,Rumaiza,"Eggs, Meat & Fish",Mutton,Karur,3/24/2015,West,17.23,0.2,1.55,Tamil Nadu
OD1352,Verma,Bakery,Biscuits,Vellore,4/23/2018,West,6.84,0.31,2.94,Tamil Nadu
OD1353,Ravi,Fruits & Veggies,Fresh Fruits,Tirunelveli,12/15/2015,West,7.61,0.35,2.06,Tamil Nadu
OD1354,Arutra,Snacks,Cookies,Cumbum,3/16/2016,West,9.24,0.16,2.31,Tamil Nadu
OD1355,Jonas,Oil & Masala,Spices,Madurai,06-11-2018,West,11.71,0.16,2.93,Tamil Nadu
OD1356,Roshan,"Eggs, Meat & Fish",Chicken,Krishnagiri,12-12-2015,West,21.85,0.29,7.87,Tamil Nadu
OD1357,James,Fruits & Veggies,Organic Fruits,Nagercoil,12-12-2015,West,18.51,0.27,2.96,Tamil Nadu
OD1358,Peer,Snacks,Cookies,Pudukottai,3/29/2016,West,23.76,0.25,8.79,Tamil Nadu
OD1359,Verma,"Eggs, Meat & Fish",Fish,Ramanadhapuram,08-03-2018,West,16.76,0.33,3.02,Tamil Nadu
OD1360,Shah,Food Grains,Rice,Tenkasi,4/22/2017,West,22.9,0.26,2.06,Tamil Nadu
OD1361,Alan,"Eggs, Meat & Fish",Eggs,Vellore,6/17/2018,West,10.53,0.12,3.05,Tamil Nadu
OD1362,Shah,Fruits & Veggies,Organic Vegetables,Coimbatore,7/17/2017,West,20.73,0.18,7.88,Tamil Nadu
OD1363,Sudeep,Fruits & Veggies,Organic Fruits,Virudhunagar,7/27/2018,West,5.3,0.13,0.27,Tamil Nadu
OD1364,Arvind,Oil & Masala,Masalas,Dindigul,5/16/2017,West,7.09,0.2,2.48,Tamil Nadu
OD1365,Harish,Food Grains,Atta & Flour,Dindigul,11-11-2017,West,12.36,0.2,2.22,Tamil Nadu
OD1366,Suresh,Food Grains,Atta & Flour,Madurai,06-09-2016,West,23.12,0.28,5.09,Tamil Nadu
OD1367,Ravi,"Eggs, Meat & Fish",Fish,Salem,11/30/2016,West,13.57,0.12,1.09,Tamil Nadu
OD1368,Mathew,Beverages,Health Drinks,Virudhunagar,10/26/2015,West,13.6,0.26,4.62,Tamil Nadu
OD1369,Malik,Snacks,Cookies,Perambalur,12-10-2018,West,5.52,0.35,0.94,Tamil Nadu
OD1370,Roshan,Food Grains,Atta & Flour,Kanyakumari,6/25/2018,West,10.42,0.2,0.94,Tamil Nadu
OD1371,Shah,Food Grains,Rice,Bodi,7/25/2016,West,22.84,0.12,10.05,Tamil Nadu
OD1372,Sabeela,Bakery,Biscuits,Namakkal,3/30/2018,West,21.16,0.31,7.19,Tamil Nadu
OD1373,Vidya,"Eggs, Meat & Fish",Mutton,Bodi,01-10-2017,West,12.73,0.29,3.82,Tamil Nadu
OD1374,Hussain,Food Grains,Atta & Flour,Namakkal,7/17/2017,West,13.67,0.1,5.61,Tamil Nadu
OD1375,Amrish,Oil & Masala,Masalas,Madurai,06-03-2015,West,7.83,0.26,2.58,Tamil Nadu
OD1376,Suresh,Fruits & Veggies,Fresh Vegetables,Dindigul,4/23/2018,West,19.92,0.15,1.59,Tamil Nadu
OD1377,Rumaiza,Oil & Masala,Edible Oil & Ghee,Dharmapuri,7/25/2015,West,4.9,0.11,2.16,Tamil Nadu
OD1378,Peer,Oil & Masala,Spices,Tenkasi,11-10-2017,West,7.08,0.27,1.7,Tamil Nadu
OD1379,Sheeba,Oil & Masala,Edible Oil & Ghee,Madurai,11-01-2018,West,24.23,0.13,5.81,Tamil Nadu
OD1380,Aditi,Bakery,Biscuits,Cumbum,12/21/2016,West,12.28,0.18,4.79,Tamil Nadu
OD1381,Vinne,"Eggs, Meat & Fish",Eggs,Tenkasi,12/18/2018,West,24.25,0.27,6.79,Tamil Nadu
OD1382,Rumaiza,Beverages,Soft Drinks,Kanyakumari,7/17/2016,West,22.61,0.23,1.13,Tamil Nadu
OD1383,Jonas,"Eggs, Meat & Fish",Mutton,Kanyakumari,09-03-2018,West,16.52,0.21,2.31,Tamil Nadu
OD1384,Ravi,Beverages,Health Drinks,Pudukottai,12-12-2015,West,8.5,0.29,2.8,Tamil Nadu
OD1385,Rumaiza,Fruits & Veggies,Organic Fruits,Perambalur,6/30/2018,West,9.81,0.35,2.16,Tamil Nadu
OD1386,Jonas,"Eggs, Meat & Fish",Eggs,Dharmapuri,4/25/2018,West,18.58,0.14,6.87,Tamil Nadu
OD1387,James,Beverages,Health Drinks,Tirunelveli,11/24/2015,West,13.72,0.34,3.7,Tamil Nadu
OD1388,Yadav,Beverages,Health Drinks,Perambalur,10/23/2016,West,5.44,0.11,0.92,Tamil Nadu
OD1389,Peer,"Eggs, Meat & Fish",Mutton,Pudukottai,12-03-2018,West,5.56,0.14,1.61,Tamil Nadu
OD1390,Arutra,Bakery,Biscuits,Coimbatore,7/14/2016,West,17.29,0.35,7.26,Tamil Nadu
OD1391,Amrish,Snacks,Cookies,Virudhunagar,9/26/2015,West,23.21,0.18,5.57,Tamil Nadu
OD1392,Veronica,Fruits & Veggies,Organic Fruits,Madurai,1/21/2017,West,19.51,0.19,7.8,Tamil Nadu
OD1393,Alan,Oil & Masala,Edible Oil & Ghee,Coimbatore,11-05-2017,West,14.1,0.15,3.1,Tamil Nadu
OD1394,Suresh,Snacks,Chocolates,Perambalur,7/25/2016,West,15.47,0.26,6.5,Tamil Nadu
OD1395,Krithika,Snacks,Chocolates,Chennai,4/13/2016,West,5.57,0.3,0.39,Tamil Nadu
OD1396,Hafiz,Food Grains,Rice,Cumbum,05-05-2017,West,9.06,0.35,1.0,Tamil Nadu
OD1397,Sudeep,Bakery,Biscuits,Madurai,10/23/2016,West,6.55,0.24,1.31,Tamil Nadu
OD1398,Hussain,Beverages,Health Drinks,Pudukottai,7/22/2015,West,11.64,0.18,1.51,Tamil Nadu
OD1399,Jonas,Bakery,Breads & Buns,Karur,09-02-2017,West,21.37,0.18,2.78,Tamil Nadu
OD1400,Adavan,Fruits & Veggies,Organic Fruits,Viluppuram,12-03-2018,West,19.07,0.32,2.48,Tamil Nadu
OD1401,Peer,Food Grains,Atta & Flour,Coimbatore,7/22/2015,West,16.73,0.32,2.34,Tamil Nadu
OD1402,Roshan,"Eggs, Meat & Fish",Eggs,Pudukottai,07-07-2017,West,14.44,0.19,5.49,Tamil Nadu
OD1403,Sheeba,Beverages,Health Drinks,Chennai,10/22/2018,West,12.87,0.34,1.42,Tamil Nadu
OD1404,James,"Eggs, Meat & Fish",Eggs,Chennai,1/30/2017,West,16.38,0.19,1.31,Tamil Nadu
OD1405,Arvind,"Eggs, Meat & Fish",Eggs,Karur,09-09-2018,West,24.19,0.27,5.08,Tamil Nadu
OD1406,Ram,"Eggs, Meat & Fish",Fish,Salem,12-08-2015,West,14.84,0.1,1.19,Tamil Nadu
OD1407,Muneer,Snacks,Cookies,Virudhunagar,12-03-2018,West,15.95,0.35,1.12,Tamil Nadu
OD1408,Sharon,Bakery,Biscuits,Madurai,3/19/2018,West,10.56,0.25,2.96,Tamil Nadu
OD1409,Yadav,Snacks,Noodles,Perambalur,12-12-2015,West,17.75,0.11,7.81,Tamil Nadu
OD1410,Yusuf,Snacks,Noodles,Cumbum,1/21/2017,West,13.44,0.23,4.57,Tamil Nadu
OD1411,Yusuf,Beverages,Soft Drinks,Namakkal,10/23/2016,West,15.71,0.11,6.91,Tamil Nadu
OD1412,Hussain,Bakery,Breads & Buns,Ooty,09-04-2018,West,22.27,0.26,5.79,Tamil Nadu
OD1413,Peer,Fruits & Veggies,Organic Vegetables,Kanyakumari,12-12-2015,West,24.5,0.14,10.04,Tamil Nadu
OD1414,Veena,Fruits & Veggies,Fresh Fruits,Tenkasi,12-06-2015,West,23.56,0.14,3.06,Tamil Nadu
OD1415,Sheeba,Oil & Masala,Spices,Namakkal,12/22/2018,West,13.97,0.17,1.68,Tamil Nadu
OD1416,Vince,Food Grains,Rice,Dharmapuri,11/18/2015,West,5.1,0.14,0.36,Tamil Nadu
OD1417,Sharon,Food Grains,Organic Staples,Karur,3/19/2017,West,6.01,0.35,0.84,Tamil Nadu
OD1418,Vinne,Snacks,Noodles,Madurai,7/14/2016,West,19.33,0.24,8.31,Tamil Nadu
OD1419,Harish,Fruits & Veggies,Fresh Fruits,Bodi,11/20/2016,West,11.76,0.16,3.53,Tamil Nadu
OD1420,Akash,Snacks,Noodles,Vellore,12-03-2017,Central,9.87,0.2,1.28,Tamil Nadu
OD1421,Sharon,Beverages,Soft Drinks,Vellore,03-03-2018,Central,8.17,0.32,1.63,Tamil Nadu
OD1422,Alan,Oil & Masala,Spices,Pudukottai,04-04-2015,Central,10.54,0.16,4.0,Tamil Nadu
OD1423,Akash,Food Grains,Organic Staples,Bodi,08-10-2018,Central,14.16,0.3,3.12,Tamil Nadu
OD1424,Roshan,Oil & Masala,Spices,Ooty,12-03-2017,Central,22.39,0.1,8.06,Tamil Nadu
OD1425,Akash,"Eggs, Meat & Fish",Eggs,Dindigul,12/22/2018,Central,12.41,0.35,1.61,Tamil Nadu
OD1426,Sheeba,Beverages,Health Drinks,Ramanadhapuram,03-08-2016,Central,18.43,0.29,6.82,Tamil Nadu
OD1427,Mathew,Beverages,Soft Drinks,Namakkal,11/30/2017,Central,17.5,0.19,3.85,Tamil Nadu
OD1428,Peer,Fruits & Veggies,Fresh Vegetables,Ooty,10-09-2016,Central,5.81,0.28,2.09,Tamil Nadu
OD1429,Jackson,Fruits & Veggies,Organic Vegetables,Karur,11-10-2015,Central,16.25,0.27,1.46,Tamil Nadu
OD1430,Sabeela,Fruits & Veggies,Organic Vegetables,Vellore,9/25/2018,Central,23.64,0.32,3.31,Tamil Nadu
OD1431,Alan,Bakery,Biscuits,Vellore,7/29/2018,Central,13.47,0.22,3.5,Tamil Nadu
OD1432,Roshan,Snacks,Chocolates,Tirunelveli,12-08-2017,Central,16.89,0.21,4.22,Tamil Nadu
OD1433,Vinne,Bakery,Cakes,Virudhunagar,9/24/2017,Central,16.9,0.13,2.37,Tamil Nadu
OD1434,Suresh,"Eggs, Meat & Fish",Eggs,Namakkal,5/29/2018,Central,11.83,0.15,4.49,Tamil Nadu
OD1435,Vidya,Food Grains,Atta & Flour,Krishnagiri,12-01-2017,Central,21.34,0.16,9.39,Tamil Nadu
OD1436,Amrish,Bakery,Breads & Buns,Salem,7/31/2017,Central,9.0,0.35,0.9,Tamil Nadu
OD1437,Sheeba,Bakery,Breads & Buns,Bodi,1/20/2015,Central,18.03,0.25,5.59,Tamil Nadu
OD1438,Vidya,Fruits & Veggies,Fresh Vegetables,Dharmapuri,1/20/2015,Central,22.48,0.24,9.22,Tamil Nadu
OD1439,Esther,Bakery,Breads & Buns,Madurai,05-08-2016,Central,13.43,0.26,4.3,Tamil Nadu
OD1440,Surya,Fruits & Veggies,Organic Vegetables,Tirunelveli,5/26/2017,Central,14.15,0.27,0.71,Tamil Nadu
OD1441,Anu,Oil & Masala,Masalas,Theni,12-08-2018,Central,22.7,0.1,3.86,Tamil Nadu
OD1442,Yusuf,Beverages,Health Drinks,Nagercoil,04-03-2017,Central,12.75,0.11,3.82,Tamil Nadu
OD1443,Jonas,Fruits & Veggies,Fresh Vegetables,Kanyakumari,3/28/2015,Central,9.4,0.21,3.38,Tamil Nadu
OD1444,Mathew,Beverages,Health Drinks,Dindigul,8/26/2017,Central,19.65,0.16,6.68,Tamil Nadu
OD1445,Krithika,Oil & Masala,Spices,Vellore,11/17/2016,Central,12.19,0.22,0.61,Tamil Nadu
OD1446,Yadav,Food Grains,Organic Staples,Karur,12/29/2017,Central,7.74,0.35,1.7,Tamil Nadu
OD1447,Haseena,Food Grains,Dals & Pulses,Namakkal,6/26/2018,Central,14.43,0.14,0.87,Tamil Nadu
OD1448,Hafiz,Bakery,Breads & Buns,Namakkal,5/27/2018,Central,23.76,0.12,2.38,Tamil Nadu
OD1449,Anu,Oil & Masala,Spices,Chennai,3/21/2018,Central,24.02,0.23,2.4,Tamil Nadu
OD1450,Sudha,Food Grains,Organic Staples,Chennai,12/29/2017,Central,11.69,0.24,4.68,Tamil Nadu
OD1451,Aditi,Oil & Masala,Spices,Salem,03-08-2016,Central,10.91,0.11,3.05,Tamil Nadu
OD1452,Sabeela,Food Grains,Atta & Flour,Coimbatore,12-08-2017,Central,16.64,0.2,6.66,Tamil Nadu
OD1453,Sharon,Fruits & Veggies,Organic Vegetables,Pudukottai,9/13/2016,Central,13.64,0.35,6.0,Tamil Nadu
OD1454,Sharon,Food Grains,Dals & Pulses,Ooty,03-08-2016,Central,9.18,0.24,2.11,Tamil Nadu
OD1455,Anu,Fruits & Veggies,Organic Vegetables,Coimbatore,11-09-2016,Central,7.59,0.29,2.2,Tamil Nadu
